DeltaH,DeltaL,Grain_size
2.588255661572369,1.7148456395175633,1.5146377932900985
2.7788662728065394,1.7597526949072555,1.4437436912404764
2.9684144019074106,1.8126505016420738,1.361220458101129
3.151699319912551,1.8746973071786288,1.2708080417482623
3.3227266106833593,1.9468897603308801,1.1762180440263659
3.475030504458951,2.0298623035283985,1.0808511574893438
3.6020905915201453,2.1236828240261114,0.9875811844618646
3.697807329062084,2.2276663643424364,0.8986246246002119
3.7569907012478674,2.3402306456301862,0.8155010329504762
3.775811665879136,2.4588170653240526,0.7390761081048861
3.7521674937067706,2.5798980073637456,0.6696689065133489
3.6859197824760392,2.699085292595357,0.6071981264317066
3.5789769259717805,2.811345378999545,0.551340597089998
3.435209492362065,2.9113150779938097,0.5016775987903456
3.2602051466551933,2.993698323788767,0.4578103964695057
3.0608870705740348,3.0537117169622494,0.41943397827915907
2.845034074918526,3.0875362567781224,0.386365976551151
2.6207500267164656,3.09272687981452,0.35853484429947297
2.395933804909479,3.0685316031074175,0.3359366792040437
2.177798567731911,3.0160787904055795,0.3185731833866791
1.9724812930582185,2.9384037737945583,0.30638408645284154
1.7847716432386984,2.8403031514783086,0.29918622711367315
1.6179749462241284,2.72802413867343,0.29662887833236207
1.4739093628101987,2.608814643446678,0.2981714033091169
1.3530238839496478,2.4903747569180323,0.3030855427118292
1.2546130737770784,2.380260249429072,0.3104810932659533
1.1770973440235308,2.285292569764998,0.3193508675143084
1.118334366423422,2.2110278625311417,0.32862890021754165
1.0759278483121069,2.1613305524139856,0.3372549980008932
1.0475037638127551,2.138086446278505,0.34423885905500484
1.0309304496390357,2.141077507558184,0.3487179208231861
1.0244668393680416,2.168026695966072,0.3500045336399049
1.026831642255568,2.214807461397072,0.34761968597345394
1.037194691790061,2.275799305092513,0.34131203949609284
1.0550993489919787,2.344358867808912,0.3310622793307267
1.0803312313423394,2.413365977018186,0.31707367457497687
1.112753246131785,2.4757968886334805,0.2997503146726011
1.1521296250979884,2.5252736352021796,0.27966484818043735
1.1979621667506875,2.5565398915159676,0.25751782905597664
1.2493600954686588,2.5658206217482746,0.23409106419059653
1.304960912205858,2.551034781608431,0.21019767941275086
1.3629136297463003,2.5118464097606594,0.18663193216357826
1.4209283955100165,2.449557586274951,0.1641219999503332
1.476388485424889,2.366864414725853,0.14328895562457467
1.5265129538210795,2.267511745509175,0.12461482385926698
1.5685518486498213,2.155891588293564,0.10842197606331781
1.5999917459962107,2.036632766719546,0.09486520799116811
1.6187480549297362,1.9142252539764426,0.08393675524848479
1.6233223304954014,1.792712910004303,0.0754833670245615
1.612907485315814,1.6754750840317427,0.06923351028917363
1.5874306402041916,1.565103295037418,0.06483192754740667
1.54753138774678,1.4633664318095994,0.06187820036330422
1.494481267645399,1.371248527181152,0.05996572248911945
1.4300570983930243,1.2890381579246482,0.05871757391226234
1.3563855244667178,1.2164479000077701,0.05781619830696976
1.2757781417735548,1.152745159711505,0.057024486519783674
1.1905757326590294,1.0968806871885635,0.05619680004754568
1.1030168075166922,1.047606597187643,0.05527954836746787
1.0151405208580815,1.0035804438652114,0.054302055523921235
0.9287280472695458,0.9634549992448398,0.05335948950447519
0.8452806676979787,0.9259546541360942,0.052590452688318814
0.7660280152509953,0.8899391289714748,0.052152327223709154
0.6919567934450284,0.854454136627753,0.052197555273289044
0.6238491007600584,0.8187675651969504,0.0528536846248195
0.562320210292965,0.7823892879311901,0.05420926501578972
0.5078478929323998,0.7450731922804842,0.05630664617481476
0.46078856098577325,0.7068014151345177,0.05914156678769049
0.4213789904805733,0.6677527285588926,0.06266832814803383
0.3897255437493161,0.6282590123173746,0.06680851085127475
0.3657851946805106,0.5887552396502336,0.07146077483716064
0.3493439970937878,0.5497289981097707,0.07650936930262303
0.3399988872728816,0.511675115909576,0.08182956175701489
0.33714801296162406,0.47505957834593215,0.08728916471863893
0.33999339292639746,0.440294925675597,0.09274649547115486
0.3475579429308135,0.40772716727055675,0.0980461966774887
0.35871704985666414,0.3776323708736085,0.10301511973278432
0.3722431702266732,0.35021983164040793,0.10746073143124606
0.38686052861628817,0.3256382665298962,0.1111741579360675
0.4013059777378921,0.30398180272995684,0.11393907449291758
0.4143914835891555,0.28529346232725983,0.11554636496937717
0.4250635135898381,0.2695651165290857,0.11581309019775694
0.4324548175291629,0.2567341886270794,0.1146031316925001
0.4359246775600717,0.24667845867773563,0.11184619224806971
0.4350846286599695,0.23921098100565913,0.10755180626379329
0.4298078543358634,0.23407729023663626,0.10181566231810643
0.4202218480295961,0.23095676798527837,0.09481673822081547
0.40668536611076617,0.22946937734702713,0.08680524458655164
0.3897520258566067,0.22918810142205456,0.07808285856892337
0.37012396238589085,0.22965651419895894,0.06897791112401147
0.3485996219889234,0.23041011934545044,0.059818855726342844
0.32601996248831877,0.23099952872091137,0.05090940289020213
0.30321705527634607,0.23101328276727634,0.04250819416702765
0.28096841475058604,0.2300981543174481,0.03481496225915712
0.2599594538427956,0.22797509666720847,0.02796399590259576
0.2407554427895587,0.22444953299348525,0.022024625070145833
0.2237833893226955,0.2194153524649436,0.017007551285551183
0.2093234811819333,0.21285268398513194,0.012875285902614062
0.19750919741345957,0.20482016847130874,0.009554760322359787
0.18833490218356352,0.19544296433248448,0.0069502970949573
0.18166963161133673,0.18489803966178098,0.004955489979034319
0.17727578966550395,0.17339839927605455,0.0034630229006696535
0.17483150126730113,0.16117776945577633,0.0023719560248034
0.17395537004114944,0.14847695566401997,0.0015924397304005002
0.17423233371166147,0.13553266351509105,0.0010481355456676959
0.1752392228043455,0.12256911150867354,0.0006768117619621577
0.17656856174805502,0.10979234691990057,0.0004296516873892065
0.17784917376493206,0.0973868699850258,0.0002697918324395444
0.17876232163646247,0.08551401441786595,0.00017052930313694013
0.17905246536071676,0.07431152796796306,0.00011353372193396211
0.17853223092800907,0.0638939154493797,8.72932332111034e-05
0.17708180149459085,0.054353294191489036,8.593137965430173e-05
0.17464356590014965,0.04576070359125353,0.00010845770795681201
0.1712133761180973,0.03816794716182458,0.0001584586904319023
0.1668300711649583,0.031610086795847564,0.00024419133863357625
0.16156495242048213,0.026108641535240784,0.0003790024890320619
0.15551263112142755,0.02167538216662921,0.0005819558032988601
0.14878416117922338,0.018316397541611722,0.0008785027374836633
0.1415027210556282,0.016035892572526834,0.0013009844610252005
0.13380145137468824,0.014839019048151015,0.0018887058848407819
0.12582252781832445,0.014732989342900758,0.0026872929553329564
0.11771626214099946,0.0157258142234699,0.0037470464749069176
0.10963903674635733,0.017822251114372738,0.0051200570304792675
0.10174918468113436,0.021016933824268606,0.006855959522508587
0.09420045887640557,0.025285137158939014,0.008996386516530543
0.08713337648869804,0.030572143754638556,0.011568417204861492
0.08066533877456626,0.03678264146356344,0.014577585860022382
0.07488088377122197,0.04377189613141068,0.018001266145100257
0.06982363159100788,0.051340532843218614,0.021783429820704466
0.06549138602700395,0.05923456010430503,0.0258318331218353
0.061835476375280224,0.06715176929905911,0.03001856639512856
0.05876482917185892,0.07475487314434145,0.034184593827703884
0.056154559184492,0.0816908050502791,0.03814842878579436
0.0538581878136091,0.08761462656634011,0.04171849584663677
0.051722053454693946,0.09221564796873988,0.04470811739605607
0.049600162477995105,0.09524281763051413,0.04695154398879756
0.04736768812730419,0.09652630005965512,0.048319132567623914
0.044931555130630685,0.09599249347858371,0.048729744540471756
0.042237001053160576,0.09367050459511603,0.048158715517685066
0.039269597298599065,0.08968918719540273,0.04664030803997423
0.03605284112848896,0.08426508596398735,0.04426430809407078
0.03264199434653755,0.07768280256071189,0.04116723559348498
0.02911526249958446,0.07027022496054233,0.037519365423542866
0.02556363033456093,0.06237159139223765,0.03350927401237678
0.0220806820289461,0.05432143167011497,0.029327855515682358
0.01875356135000787,0.04642206163155135,0.025153669604047454
0.015655917965826025,0.03892659681159541,0.02114112777169176
0.012843307445997728,0.03202854617891778,0.01741248297041752
0.010351131498241553,0.0258581100510258,0.01405396971066984
0.008194878749359443,0.02048448695409282,0.011115860209208942
0.006372193326714015,0.01592289963838823,0.008615746151056659
0.004866175025528684,0.012144733158123438,0.006544078008294841
0.0036492966219700195,0.009089134872382977,0.004870906526556989
0.002687390750571902,0.0066746096169426755,0.003552850048816251
0.0019432815572534318,0.004809478000692497,0.002539508761590944
0.0013797839410999106,0.003400468575340405,0.0017788048618276855
0.0009619382743138314,0.0023591108033654516,0.0012209915401521373
0.0006584711684446762,0.0016059301935331034,0.0008213017661984074
0.00044256210417448774,0.0010726887795147392,0.0005413755195125887
